timestamp,voltage,current,temperature,humidity,transistor_state
2024-10-02 12:14:50,5.12,9.7,24.3,14.0,0
2024-10-02 12:14:52,5.12,9.6,24.3,14.0,0
2024-10-02 12:14:55,5.12,9.6,24.3,14.0,0
2024-10-02 12:14:57,5.12,9.5,24.3,14.0,0
2024-10-02 12:15:00,5.12,9.3,24.3,14.0,0
2024-10-02 12:15:03,5.12,9.1,24.3,14.0,0
2024-10-02 12:15:05,5.12,9.5,24.3,14.0,0
2024-10-02 12:15:08,5.12,9.4,24.3,14.0,0
2024-10-02 12:15:11,5.12,9.6,24.2,14.0,0
2024-10-02 12:16:02,5.12,9.8,24.2,14.0,0
2024-10-02 12:16:04,5.12,9.2,24.2,14.0,0
2024-10-02 12:16:08,5.13,9.5,24.2,14.0,0
2024-10-02 12:16:11,5.12,9.4,24.1,14.0,0
2024-10-02 12:16:13,5.12,9.7,24.0,14.0,0
2024-10-02 12:16:15,5.12,9.7,24.2,14.0,0
2024-10-02 12:16:19,5.12,9.7,24.1,14.0,0
2024-10-02 12:16:22,5.12,9.5,24.1,14.0,0
2024-10-02 12:16:25,5.12,9.4,24.1,14.0,0
2024-10-02 12:16:28,5.12,15.5,24.2,14.0,0
2024-10-02 12:16:31,5.12,9.7,24.1,14.0,0
2024-10-02 12:16:34,5.12,9.6,24.1,14.0,0
2024-10-02 12:16:37,5.12,9.2,24.1,14.0,0
2024-10-02 12:16:40,5.12,9.8,24.2,14.0,0
2024-10-02 12:16:44,5.12,9.2,24.1,14.0,0
2024-10-02 12:16:47,5.12,9.1,24.1,14.0,0
2024-10-02 12:16:50,5.13,9.4,24.0,14.0,0
2024-10-02 12:16:53,5.12,9.6,24.1,14.0,0
2024-10-02 12:16:57,5.12,9.4,24.0,14.0,0
2024-10-02 12:17:00,5.12,9.4,24.0,14.0,0
2024-10-02 12:17:03,5.13,9.3,23.9,14.0,0
2024-10-02 12:17:07,5.12,9.1,24.1,14.0,0
2024-10-02 12:17:10,5.12,9.3,24.1,14.0,0
2024-10-02 12:17:13,5.12,9.3,24.1,14.0,0
2024-10-02 12:17:16,5.12,9.5,24.1,14.0,0
2024-10-02 12:17:20,5.12,9.5,24.0,14.0,0
2024-10-02 12:17:23,5.12,9.5,24.1,14.0,0
2024-10-02 12:17:26,5.12,9.6,24.1,14.0,0
2024-10-02 12:17:29,5.12,9.6,24.1,14.0,0
2024-10-02 12:17:33,5.13,9.5,24.0,14.0,0
2024-10-02 12:17:35,5.12,9.7,23.9,14.0,0
2024-10-02 12:17:38,5.12,9.8,24.1,14.0,0
2024-10-02 12:17:40,5.12,9.7,24.1,14.0,0
2024-10-02 12:17:43,5.12,9.6,24.2,14.0,0
2024-10-02 12:17:46,5.12,9.0,24.1,14.0,0
2024-10-02 12:17:49,5.12,11.7,24.3,14.0,0
2024-10-02 12:17:51,5.12,14.3,24.1,14.0,0
2024-10-02 12:17:55,5.12,22.7,24.2,14.0,0
2024-10-02 12:17:58,5.12,22.9,24.1,14.0,0
2024-10-02 12:18:01,5.12,13.9,24.1,14.0,0
2024-10-02 12:18:04,5.12,13.8,24.1,14.0,0
2024-10-02 12:18:08,5.13,13.8,24.2,14.0,0
2024-10-02 12:18:11,5.12,14.0,24.2,14.0,0
2024-10-02 12:18:14,5.12,14.1,24.0,14.0,0
2024-10-02 12:18:16,5.12,14.0,24.2,14.0,0
2024-10-02 12:18:19,5.12,13.7,24.2,14.0,0
2024-10-02 12:18:22,5.12,13.9,24.2,14.0,0
2024-10-02 12:18:24,5.12,13.9,24.2,14.0,0
2024-10-02 12:18:28,5.12,21.9,24.2,14.0,0
2024-10-02 12:18:31,5.12,13.7,24.2,14.0,0
2024-10-02 12:18:34,5.12,13.9,24.2,14.0,0
2024-10-02 12:18:37,5.12,13.7,24.1,14.0,0
2024-10-02 12:18:41,5.12,13.8,24.2,14.0,0
2024-10-02 12:18:44,5.12,13.7,24.2,14.0,0
2024-10-02 12:18:47,5.12,13.7,24.2,14.0,0
2024-10-02 12:18:50,5.12,13.7,24.1,14.0,0
2024-10-02 12:18:54,5.12,13.7,24.1,14.0,0
2024-10-02 12:18:57,5.12,13.5,24.3,14.0,0
2024-10-02 12:18:59,5.12,13.7,24.1,14.0,0
2024-10-02 12:19:03,5.12,13.7,24.1,14.0,0
2024-10-02 12:19:05,5.12,21.8,24.1,14.0,0
2024-10-02 12:19:08,5.12,13.4,24.1,14.0,0
2024-10-02 12:19:11,5.12,13.7,24.2,14.0,0
2024-10-02 12:19:15,5.12,13.7,24.1,14.0,0
2024-10-02 12:19:18,5.12,13.4,24.1,14.0,0
2024-10-02 12:19:20,5.12,13.5,24.1,14.0,0
2024-10-02 12:19:23,5.12,21.7,24.1,14.0,0
2024-10-02 12:19:25,5.12,13.7,24.1,14.0,0
2024-10-02 12:19:29,5.12,13.9,24.1,14.0,0
2024-10-02 12:19:31,5.12,13.7,24.1,14.0,0
2024-10-02 12:19:33,5.12,13.5,24.1,14.0,0
2024-10-02 12:19:37,5.12,21.6,24.1,14.0,0
2024-10-02 12:19:40,5.12,13.7,24.1,14.0,0
2024-10-02 12:19:43,5.12,13.8,24.1,13.0,0
2024-10-02 12:19:46,5.12,13.6,24.1,14.0,0
2024-10-02 12:19:50,5.12,13.3,24.1,14.0,0
2024-10-02 12:19:53,5.12,13.4,24.1,14.0,0
2024-10-02 12:19:55,5.12,13.2,24.1,13.0,0
2024-10-02 12:19:57,5.12,13.5,23.9,14.0,0
2024-10-02 12:20:01,5.12,13.3,24.1,14.0,0
2024-10-02 12:20:03,5.12,13.3,24.1,14.0,0
2024-10-02 12:20:06,5.12,21.9,24.1,14.0,0
2024-10-02 12:20:10,5.12,13.5,24.0,14.0,0
2024-10-02 12:20:12,5.12,21.8,24.1,14.0,0
2024-10-02 12:20:14,5.12,13.4,24.1,14.0,0
2024-10-02 12:20:17,5.12,13.5,24.1,14.0,0
2024-10-02 12:20:20,5.12,21.9,24.0,14.0,0
2024-10-02 12:20:22,5.12,13.6,24.0,14.0,0
2024-10-02 12:20:25,5.12,13.5,24.0,14.0,0
2024-10-02 12:20:28,5.12,13.4,24.0,14.0,0
2024-10-02 12:20:32,5.12,13.5,23.9,14.0,0
2024-10-02 12:20:34,5.12,22.0,24.0,14.0,0
2024-10-02 12:20:37,5.12,13.0,24.0,14.0,0
2024-10-02 12:20:39,5.12,22.0,24.0,14.0,0
2024-10-02 12:20:41,5.12,13.7,24.0,14.0,0
2024-10-02 12:20:45,5.12,13.5,23.9,13.0,0
2024-10-02 12:20:48,5.12,13.5,24.0,14.0,0
2024-10-02 12:20:51,5.12,13.9,24.1,14.0,0
2024-10-02 12:20:54,5.12,13.4,24.0,14.0,0
2024-10-02 12:20:57,5.12,13.7,24.0,14.0,0
2024-10-02 12:20:59,5.12,13.5,24.0,14.0,0
2024-10-02 12:21:02,5.12,13.6,24.0,14.0,0
2024-10-02 12:21:04,5.12,13.5,24.0,14.0,0
2024-10-02 12:21:07,5.12,13.5,24.0,14.0,0
2024-10-02 12:21:09,5.12,13.3,24.0,14.0,0
2024-10-02 12:21:12,5.12,13.7,24.0,14.0,0
2024-10-02 12:21:14,5.12,13.6,23.9,14.0,0
2024-10-02 12:21:16,5.12,13.2,24.0,14.0,0
2024-10-02 12:21:19,5.12,13.6,23.9,14.0,0
2024-10-02 12:21:22,5.12,13.5,23.9,14.0,0
2024-10-02 12:21:26,5.12,13.7,23.8,14.0,0
2024-10-02 12:21:29,5.12,13.8,23.9,14.0,0
2024-10-02 12:21:32,5.12,22.0,23.8,14.0,0
2024-10-02 12:21:34,5.12,13.6,23.9,14.0,0
2024-10-02 12:21:37,5.12,13.7,23.7,14.0,0
2024-10-02 12:21:40,5.12,13.5,23.9,14.0,0
2024-10-02 12:21:42,5.12,13.8,23.9,14.0,0
2024-10-02 12:21:45,5.12,13.2,24.0,14.0,0
2024-10-02 12:21:48,5.12,13.5,24.0,14.0,0
2024-10-02 12:21:51,5.12,13.7,23.9,14.0,0
2024-10-02 12:21:54,5.12,13.2,24.0,14.0,0
2024-10-02 12:21:57,5.12,13.0,23.9,14.0,0
2024-10-02 12:22:01,5.12,13.8,24.0,14.0,0
2024-10-02 12:22:04,5.12,13.5,24.0,14.0,0
2024-10-02 12:22:07,5.12,13.3,23.9,14.0,0
2024-10-02 12:22:10,5.12,13.5,24.0,14.0,0
2024-10-02 12:22:14,5.12,13.2,24.0,14.0,0
2024-10-02 12:22:17,5.12,13.5,24.1,14.0,0
2024-10-02 12:22:20,5.12,13.1,24.0,14.0,0
2024-10-02 12:22:23,5.12,13.5,24.0,14.0,0
2024-10-02 12:22:27,5.12,13.2,23.9,14.0,0
2024-10-02 12:22:30,5.12,13.6,24.0,14.0,0
2024-10-02 12:22:33,5.12,13.4,24.0,14.0,0
2024-10-02 12:22:37,5.12,13.4,24.0,14.0,0
2024-10-02 12:22:39,5.12,13.5,24.0,14.0,0
2024-10-02 12:22:42,5.12,13.8,24.1,14.0,0
2024-10-02 12:22:44,5.12,13.4,24.0,14.0,0
2024-10-02 12:22:47,5.12,13.6,24.0,14.0,0
2024-10-02 12:22:50,5.12,13.1,24.1,14.0,0
2024-10-02 12:22:53,5.12,12.6,24.0,14.0,0
2024-10-02 12:22:55,5.12,12.4,24.1,14.0,0
2024-10-02 12:22:58,5.12,13.0,24.1,15.0,0
2024-10-02 12:23:01,5.12,13.2,24.1,14.0,0
2024-10-02 12:23:04,5.12,13.3,24.1,14.0,0
2024-10-02 12:23:07,5.12,13.1,24.1,14.0,0
2024-10-02 12:23:10,5.12,13.0,24.2,14.0,0
2024-10-02 12:23:14,5.12,13.1,24.2,14.0,0
2024-10-02 12:23:17,5.12,13.2,24.1,14.0,0
2024-10-02 12:23:20,5.12,13.5,24.1,14.0,0
2024-10-02 12:23:23,5.12,13.1,24.1,14.0,0
2024-10-02 12:23:27,5.12,13.0,24.1,14.0,0
2024-10-02 12:23:30,5.12,12.9,24.0,14.0,0
2024-10-02 12:23:33,5.12,13.5,24.1,14.0,0
2024-10-02 12:23:35,5.12,12.9,24.1,14.0,0
2024-10-02 12:23:38,5.12,13.4,24.1,14.0,0
2024-10-02 12:23:41,5.12,12.8,24.1,14.0,0
2024-10-02 12:23:43,5.12,12.8,24.1,14.0,0
2024-10-02 12:23:49,5.12,20.6,24.2,14.0,0
2024-10-02 12:23:49,5.12,13.0,24.1,14.0,0
2024-10-02 12:23:51,5.12,12.9,24.7,14.0,0
2024-10-02 12:23:54,5.12,13.1,24.1,14.0,0
2024-10-02 12:23:58,5.12,12.8,24.1,14.0,0
2024-10-02 12:24:01,5.12,13.2,24.2,14.0,0
2024-10-02 12:24:04,5.12,13.1,24.2,14.0,0
2024-10-02 12:24:08,5.12,13.2,24.2,14.0,0
2024-10-02 12:24:11,5.12,13.2,24.1,14.0,0
2024-10-02 12:24:14,5.12,21.0,24.2,14.0,0
2024-10-02 12:24:16,5.12,13.2,24.1,14.0,0
2024-10-02 12:24:18,5.12,21.6,24.1,14.0,0
2024-10-02 12:24:22,5.12,20.8,24.2,14.0,0
2024-10-02 12:24:25,5.12,13.0,24.1,14.0,0
2024-10-02 12:24:27,5.12,21.0,24.1,14.0,0
2024-10-02 12:24:30,5.12,13.1,24.0,14.0,0
2024-10-02 12:24:33,5.12,13.2,24.1,14.0,0
2024-10-02 12:24:35,5.12,13.0,24.1,14.0,0
2024-10-02 12:24:37,5.12,13.1,24.1,14.0,0
2024-10-02 12:24:40,5.12,13.3,24.2,14.0,0
2024-10-02 12:24:42,5.12,20.8,24.1,14.0,0
2024-10-02 12:24:45,5.12,12.7,24.2,14.0,0
2024-10-02 12:24:48,5.12,13.1,24.0,14.0,0
2024-10-02 12:24:51,5.12,12.7,24.2,14.0,0
2024-10-02 12:24:54,5.12,13.0,24.1,14.0,0
2024-10-02 12:24:58,5.12,12.9,24.2,14.0,0
2024-10-02 12:25:01,5.12,13.0,24.1,14.0,0
2024-10-02 12:25:03,5.12,13.1,24.1,14.0,0
2024-10-02 12:25:06,5.12,12.8,24.2,14.0,0
2024-10-02 12:25:09,5.12,13.1,24.2,14.0,0
2024-10-02 12:25:12,5.12,13.0,24.2,14.0,0
2024-10-02 12:25:14,5.12,12.8,24.2,14.0,0
2024-10-02 12:25:17,5.12,12.8,24.1,14.0,0
2024-10-02 12:25:25,5.12,13.0,24.2,14.0,0
2024-10-02 12:25:28,5.12,12.9,24.2,14.0,0
2024-10-02 12:25:31,5.12,12.7,24.1,14.0,0
2024-10-02 12:25:35,5.12,13.1,24.1,14.0,0
2024-10-02 12:25:38,5.12,12.9,24.1,14.0,0
2024-10-02 12:25:41,5.12,12.9,24.2,14.0,0
2024-10-02 12:25:44,5.12,13.0,24.1,14.0,0
2024-10-02 12:25:48,5.12,12.9,24.1,14.0,0
2024-10-02 12:25:51,5.12,12.7,24.2,14.0,0
2024-10-02 12:25:54,5.13,13.0,24.1,14.0,0
2024-10-02 12:25:57,5.12,12.9,24.3,14.0,0
2024-10-02 12:26:00,5.12,12.9,24.2,13.0,0
2024-10-02 12:26:03,5.12,12.9,24.1,14.0,0
2024-10-02 12:26:05,5.12,13.1,24.2,13.0,0
2024-10-02 12:26:08,5.12,12.9,24.1,14.0,0
2024-10-02 12:26:10,5.12,12.8,24.2,14.0,0
2024-10-02 12:26:14,5.12,13.3,24.2,14.0,0
2024-10-02 12:26:17,5.12,13.0,24.2,14.0,0
2024-10-02 12:26:20,5.12,13.1,24.1,14.0,0
2024-10-02 12:26:24,5.12,12.9,24.1,14.0,0
2024-10-02 12:26:27,5.12,12.8,24.1,14.0,0
2024-10-02 12:26:30,5.12,13.0,24.2,14.0,0
2024-10-02 12:26:33,5.12,20.8,24.2,14.0,0
2024-10-02 12:26:37,5.12,13.1,24.2,15.0,0
2024-10-02 12:26:40,5.12,12.8,24.1,14.0,0
2024-10-02 12:26:43,5.12,12.7,24.1,14.0,0
2024-10-02 12:26:46,5.12,12.8,24.2,14.0,0
2024-10-02 12:26:50,5.12,12.4,24.2,14.0,0
2024-10-02 12:26:53,5.12,12.8,24.1,14.0,0
2024-10-02 12:26:56,5.12,12.8,24.2,14.0,0
2024-10-02 12:26:59,5.12,12.8,24.2,14.0,0
2024-10-02 12:27:03,5.12,20.5,24.1,14.0,0
2024-10-02 12:27:06,5.12,12.8,24.2,14.0,0
2024-10-02 12:27:09,5.12,12.5,24.2,14.0,0
2024-10-02 12:27:12,5.12,12.5,24.1,14.0,0
2024-10-02 12:27:16,5.12,12.6,24.1,14.0,0
2024-10-02 12:27:19,5.12,12.9,24.2,14.0,0
2024-10-02 12:27:22,5.12,12.8,24.1,14.0,0
2024-10-02 12:27:25,5.12,12.7,24.1,14.0,0
2024-10-02 12:27:29,5.12,12.8,24.1,14.0,0
2024-10-02 12:27:32,5.12,13.0,24.1,14.0,0
2024-10-02 12:27:35,5.12,13.0,24.1,13.0,0
2024-10-02 12:27:38,5.12,12.7,24.2,13.0,0
2024-10-02 12:27:42,5.12,12.9,24.2,13.0,0
2024-10-02 12:27:45,5.12,12.7,24.2,14.0,0
2024-10-02 12:27:48,5.12,12.9,24.1,14.0,0
2024-10-02 12:27:51,5.12,12.8,24.1,14.0,0
2024-10-02 12:27:55,5.12,13.0,24.1,13.0,0
2024-10-02 12:27:58,5.12,12.6,24.2,13.0,0
2024-10-02 12:28:00,5.13,12.9,24.1,13.0,0
2024-10-02 12:28:02,5.12,12.8,24.2,13.0,0
2024-10-02 12:28:06,5.12,13.0,24.2,14.0,0
2024-10-02 12:28:08,5.12,12.8,24.2,14.0,0
2024-10-02 12:28:10,5.12,13.1,24.2,14.0,0
2024-10-02 12:28:13,5.12,12.8,24.2,14.0,0
2024-10-02 12:28:15,5.12,12.7,24.1,14.0,0
2024-10-02 12:28:19,5.12,12.9,24.1,14.0,0
2024-10-02 12:28:22,5.12,12.9,24.2,14.0,0
2024-10-02 12:28:25,5.12,12.9,24.2,14.0,0
2024-10-02 12:28:28,5.12,20.7,24.1,14.0,0
2024-10-02 12:28:31,5.12,12.6,24.2,14.0,0
2024-10-02 12:28:33,5.12,11.7,24.2,14.0,0
2024-10-02 12:28:36,5.12,11.4,24.2,14.0,0
2024-10-02 12:28:40,5.12,11.8,24.2,14.0,0
2024-10-02 12:28:43,5.12,11.7,24.1,14.0,0
2024-10-02 12:28:46,5.12,18.5,24.2,14.0,0
2024-10-02 12:28:49,5.12,11.6,24.2,14.0,0
2024-10-02 12:28:53,5.12,11.6,24.2,14.0,0
2024-10-02 12:28:56,5.12,11.7,24.1,14.0,0
2024-10-02 12:28:59,5.12,18.7,24.1,14.0,0
2024-10-02 12:29:03,5.12,11.5,24.2,14.0,0
2024-10-02 12:29:06,5.12,11.7,24.1,14.0,0
2024-10-02 12:29:09,5.12,11.4,24.1,14.0,0
2024-10-02 12:29:12,5.12,11.6,24.2,14.0,0
2024-10-02 12:29:16,5.12,11.4,24.1,14.0,0
2024-10-02 12:29:19,5.12,11.5,24.1,14.0,0
2024-10-02 12:29:22,5.12,11.7,24.3,14.0,0
2024-10-02 12:29:25,5.12,11.3,24.1,14.0,0
2024-10-02 12:29:28,5.12,11.5,24.1,13.0,0
2024-10-02 12:29:30,5.12,11.5,24.2,13.0,0
2024-10-02 12:29:33,5.12,11.3,24.1,13.0,0
2024-10-02 12:29:36,5.12,11.2,24.1,13.0,0
2024-10-02 12:29:39,5.12,11.8,24.1,14.0,0
2024-10-02 12:29:43,5.12,11.5,24.2,13.0,0
2024-10-02 12:29:46,5.12,17.0,24.1,13.0,0
2024-10-02 12:29:49,5.12,16.3,24.2,14.0,0
2024-10-02 12:29:51,5.12,27.1,24.2,14.0,0
2024-10-02 12:29:55,5.13,16.1,24.1,14.0,0
2024-10-02 12:29:57,5.12,16.0,24.2,14.0,0
2024-10-02 12:30:00,5.12,16.0,24.2,14.0,0
2024-10-02 12:30:02,5.12,16.3,24.2,14.0,0
2024-10-02 12:30:11,5.12,16.0,24.2,14.0,0
2024-10-02 12:30:14,5.12,15.8,24.1,14.0,0
2024-10-02 12:30:17,5.12,15.8,24.2,14.0,0
2024-10-02 12:30:21,5.12,15.8,24.1,14.0,0
2024-10-02 12:30:24,5.12,16.1,24.2,14.0,0
2024-10-02 12:30:27,5.12,16.1,24.1,14.0,0
2024-10-02 12:30:30,5.12,15.7,24.2,14.0,0
2024-10-02 12:30:32,5.12,15.9,24.2,14.0,0
2024-10-02 12:30:36,5.12,16.0,24.1,14.0,0
2024-10-02 12:30:39,5.12,16.3,24.1,13.0,0
2024-10-02 12:30:42,5.12,16.0,24.2,13.0,0
2024-10-02 12:30:44,5.12,15.8,24.2,13.0,0
2024-10-02 12:30:48,5.12,16.0,24.2,13.0,0
2024-10-02 12:30:51,5.12,15.9,24.2,13.0,0
2024-10-02 12:30:54,5.12,25.8,24.1,13.0,0
2024-10-02 12:30:57,5.12,15.9,24.1,13.0,0
2024-10-02 12:31:01,5.12,15.9,24.2,13.0,0
